VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL15991,Lagos,Toyota,Camry,"2,007",Black,1.91,Nigerian Used,246698
VHL14032,Abuja,Toyota,Camry,"2,013",Black,5.6,Foreign Used,120542
VHL10926,Abuja,Toyota,Corolla,"2,015",Silver,5.5,Foreign Used,55000
VHL19950,Abuja,Mercedes-Benz,C400,"2,016",Black,22,Foreign Used,45000
VHL16786,Ibadan,Toyota,Prius,"2,011",Gray,3.05,Foreign Used,
VHL14353,Abuja,Mercedes-Benz,C300,"2,009",Gold,2.7,Nigerian Used,
VHL14223,Abuja,Toyota,Venza AWD,"2,010",Gray,5,Nigerian Used,100000
VHL15336,Lagos,Hyundai,Sonata,"2,013",White,3.77,Foreign Used,190676
VHL19179,Lagos,Toyota,Highlander Limited 4x4,"2,008",White,7.3,Foreign Used,
VHL11320,Lagos,Toyota,Sienna LE,"2,008",Gray,3.94,Nigerian Used,299900
VHL10276,Ibadan,Toyota,Camry,"2,008",Silver,3.45,Foreign Used,96000
VHL19815,Lagos,Acura,MDX,"2,009",Red,4.2,Foreign Used,45214
VHL15483,Abuja,Mercedes-Benz,CLS,"2,008",Silver,2.6,Nigerian Used,88000
VHL11550,Abuja,Subaru,Legacy,"2,008",Gray,2.61,,239589
VHL12388,Abuja,Toyota,Corolla LE,"2,005",Red,1.8,Nigerian Used,95000
VHL13629,Lagos,Lexus,GX 460 Base,"2,014",White,19.5,Foreign Used,
VHL12441,Lagos,Lexus,RX 350,"2,008",Gold,5.5,Foreign Used,
VHL18272,Abuja,Audi,A8,"2,007",Black,1.5,Nigerian Used,
VHL15581,Abuja,Mercedes-Benz,C300,"2,008",Blue,4.8,Foreign Used,70000
VHL11297,Abuja,Rolls-Royce,Rolls-Royce Phantom,"2,021",White,450,Brand New,
VHL18149,Lagos,Mercedes-Benz,GLK-Class 350,"2,014",Black,12.5,Foreign Used,88000
VHL13165,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Beige,13,Foreign Used,49000
VHL16326,Abuja,Mercedes-Benz,C300,"2,010",Black,4.1,Foreign Used,95000
VHL19987,Ibadan,Volkswagen,Golf 2.3,"2,001",Black,0.73,Nigerian Used,346388
VHL19393,Abuja,Lexus,ES 300,"2,003",Green,1.55,Nigerian Used,
VHL19539,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",White,4.5,Foreign Used,
VHL18943,Abuja,Dodge,RAM,"2,015",Gray,11.4,Foreign Used,52300
VHL16658,Lagos,Lexus,ES 350,"2,010",Gray,5.2,Foreign Used,
VHL17993,Lagos,Lexus,LX 570 AWD,"2,013",Black,26,Foreign Used,
VHL13797,Lagos,Lexus,ES 350,"2,008",Black,6.8,Foreign Used,72658
VHL10661,Abuja,Lexus,ES 350,"2,007",Blue,4.7,Foreign Used,125778
VHL14025,Lagos,Toyota,Camry,"2,012",Silver,4.5,Nigerian Used,49898
VHL11385,Abuja,Toyota,Camry XSE V6 (3.5L V6 8A),"2,019",Black,17.2,Foreign Used,3500
VHL15023,Ibadan,Lexus,GX 460,"2,010",Gray,14,Foreign Used,98000
VHL11635,Lagos,Lexus,RX 350,"2,008",Black,5.4,Foreign Used,
VHL10252,Abuja,Hyundai,Veloster,"2,014",Orange,4.85,Foreign Used,
VHL13756,Abuja,Toyota,Land Cruiser Prado 4,"2,021",Black,30,Brand New,84
VHL13754,Abuja,Hyundai,Sonata Limited,"2,019",Blue,9.75,Foreign Used,
VHL18363,Abuja,Toyota,Avalon,"2,013",Black,6.5,Nigerian Used,
VHL16666,Ibadan,Toyota,Matrix,"2,010",Gold,4.2,Foreign Used,125678
VHL10299,Abuja,Toyota,Avalon,"2,014",Black,7,Foreign Used,62000
VHL17355,Abuja,Toyota,Corolla,"2,010",White,3.95,Foreign Used,
VHL10273,Lagos,Lexus,GX 460 Luxury,"2,015",Silver,24,Foreign Used,
VHL19850,Lagos,Toyota,Sienna,"2,007",Blue,2.81,Nigerian Used,144602
VHL10126,Ibadan,Toyota,Corolla S,"2,005",Silver,1.9,Nigerian Used,215886
VHL11486,Lagos,Acura,TL SH-AWD,"2,010",Black,3.6,Foreign Used,205258
VHL13963,Abuja,Toyota,Sienna CE,"2,005",Red,3.75,Foreign Used,80000
VHL12174,Abuja,Land Rover,Range Rover,"2,003",Green,4.3,Foreign Used,86000
VHL13533,Lagos,Lexus,RX 350 4x4,"2,009",Silver,6.25,Foreign Used,
VHL16231,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Silver,2.9,Nigerian Used,87000
VHL11006,Lagos,Volvo,XC60 3.2 FWD,"2,010",Silver,2.59,Nigerian Used,86725
VHL17304,Lagos,Mercedes-Benz,GLE-Class,"2,017",Black,37.5,Foreign Used,
VHL19072,Abuja,Toyota,Land Cruiser Prado,"2,017",Silver,25,Nigerian Used,51221
VHL13146,Abuja,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Gray,14.5,Foreign Used,
VHL19995,Abuja,GMC,GMC Yukon Off,"2,021",White,85,Brand New,
VHL14522,Lagos,Mercedes-Benz,M Class,"2,013",Black,11,Foreign Used,20852
VHL18150,Lagos,Toyota,Sequoia,"2,005",Green,3.5,Foreign Used,24507
VHL16847,Lagos,GMC,Acadia SLT-1 AWD,"2,010",Gold,5.5,Foreign Used,
VHL15995,Lagos,Lexus,RX 350,"2,011",Silver,8.75,Foreign Used,
VHL12508,Abuja,Mercedes-Benz,C43,"2,020",Black,40,Foreign Used,20000
VHL19881,Abuja,Land Rover,Range Rover Vogue,"2,018",Black,65,Brand New,20
VHL18630,Lagos,Mercedes-Benz,GL-Class,"2,013",Black,16.85,Foreign Used,68258
VHL14645,Lagos,Lexus,ES 350,"2,008",Red,4.38,Foreign Used,62804
VHL13340,Abuja,Toyota,Highlander Hybrid,"2,008",Silver,5.06,Foreign Used,102613
VHL19144,Lagos,Dodge,Challenger R/T CLASSIC,"2,013",Silver,12.38,Foreign Used,184192
VHL17821,Abuja,Lexus,RX 350 AWD,"2,018",Black,20,Foreign Used,18000
VHL14720,Abuja,Mitsubishi,Pajero 3.8 V6 GLS/GLX,"2,011",Black,1.95,Nigerian Used,98000
VHL18202,Lagos,Lexus,RX 350,"2,011",Black,8.49,Foreign Used,
VHL11034,Lagos,Toyota,Highlander 4x4,"2,005",Silver,4.7,Foreign Used,
VHL12820,Lagos,Toyota,Tundra 4x4 SR5 Access Cab,"2,005",Green,5.2,Foreign Used,89532
VHL18808,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,010",Red,7.05,Foreign Used,125368
VHL18773,Lagos,Lexus,RX 350 AWD,"2,012",Silver,7.5,Foreign Used,110000
VHL18085,Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Black,11.35,Foreign Used,
VHL12007,Abuja,Toyota,Corolla,"2,012",Black,4.75,Foreign Used,
VHL14174,Lagos,Toyota,Corolla 1.8 Advanced,"2,009",Black,2.7,Nigerian Used,119785
VHL12349,Lagos,Mercedes-Benz,GL-Class GL 450,"2,013",Black,14.55,Foreign Used,61000
VHL12740,Abuja,Volkswagen,Sharan 2,"2,005",Black,3.6,Foreign Used,112451
VHL13658,Abuja,Toyota,Corolla,"2,009",Green,3.2,Nigerian Used,1097611
VHL16535,Lagos,Toyota,Camry,"2,015",Gray,6.95,Foreign Used,74221
VHL17487,Lagos,Acura,MDX,"2,017",Black,18.5,Foreign Used,
VHL18050,Lagos,Toyota,Camry,"2,007",Gray,4.5,Foreign Used,
VHL15240,Abuja,Land Rover,Range Rover Sport HST MHEV 4x4,"2,020",Silver,43,Foreign Used,
VHL11346,Lagos,Toyota,Camry SE FWD (2.5L 4cyl 8AM),"2,018",Black,13.25,Foreign Used,42000
VHL13047,Lagos,Mercedes-Benz,GL-Class,"2,007",Black,5.63,Nigerian Used,110228
VHL15171,Abuja,Mercedes-Benz,GLE-Class,"2,017",White,35.5,Foreign Used,
VHL17280,Abuja,Toyota,Corolla,"2,015",White,5.5,Foreign Used,45000
VHL12243,Abuja,Hyundai,Elantra,"2,010",Black,2,Nigerian Used,
VHL13582,Lagos,Hyundai,Sonata,"2,011",White,4.5,Foreign Used,139301
VHL16549,Abuja,Toyota,Camry,"2,010",Gold,3,Nigerian Used,
VHL18259,Abuja,Land Rover,Range Rover,"2,017",Blue,55,Foreign Used,
VHL13251,Lagos,Mercedes-Benz,GL-Class GL 550,"2,010",White,12,Foreign Used,
VHL16907,Lagos,Toyota,Camry,"2,011",Silver,3.95,Foreign Used,
VHL12889,Abuja,Toyota,RAV4 2 Automatic,"2,005",Gray,1.65,Nigerian Used,
VHL13362,Abuja,Mercedes-Benz,M Class,"2,015",Black,13.95,Foreign Used,52000
VHL11174,Abuja,Lexus,RX 350 AWD,"2,019",White,23,Foreign Used,
VHL13060,Lagos,Mercedes-Benz,M Class ML 320,"2,003",Silver,1.2,Nigerian Used,
VHL12472,Lagos,Toyota,4-Runner SR5 4X4,"2,013",White,14.2,Foreign Used,
VHL13800,Abuja,Ford,Edge,"2,009",Black,2.2,Nigerian Used,65000
VHL11239,Abuja,Toyota,Hilux,"2,020",White,24.5,Brand New,10
VHL11904,Lagos,Kia,Cerato,"2,013",Gray,1.35,Nigerian Used,110980
VHL12044,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",White,11.5,Foreign Used,
VHL18087,Lagos,Toyota,Venza,"2,013",Red,9.4,Foreign Used,65412
VHL10291,Lagos,Lexus,RX 350 AWD,"2,009",Gold,5.9,Foreign Used,
VHL14808,Abuja,Lexus,LX,"2,018",Black,75,Foreign Used,11000
VHL15086,Lagos,Toyota,Avensis,"2,011",Black,3.38,Nigerian Used,62644
VHL13749,Lagos,Lexus,RX,"2,006",Black,5,Foreign Used,78096
VHL11833,Abuja,Toyota,Camry,"2,013",Black,4.5,Nigerian Used,
VHL10362,Abuja,Toyota,Highlander XLE V6 4x4 (3.5L 6cyl 6A),"2,016",White,15,Foreign Used,58015
VHL16968,Abuja,Land Rover,Range Rover Sport SVR,"2,018",White,60,Foreign Used,
VHL14942,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Black,12.9,Foreign Used,
VHL18908,Abuja,Mercedes-Benz,E300,"2,017",Black,19.5,Foreign Used,
VHL11347,Lagos,Toyota,Camry,"2,009",Gray,3.25,Foreign Used,70000
VHL15022,Abuja,Nissan,Cube Krom,"2,009",Black,2.85,Foreign Used,
VHL16374,Lagos,Lexus,NX,"2,017",Gray,13,Foreign Used,1
VHL17466,Abuja,Honda,Ridgeline RTS,"2,009",Gray,4.8,Foreign Used,
VHL13887,Abuja,Land Rover,Range Rover Sport,"2,007",Black,5.2,Nigerian Used,122046
VHL10066,Lagos,Lexus,GX 460 Luxury,"2,019",White,36,Foreign Used,
VHL18095,Abuja,BMW,7 Series,"2,013",Beige,14.5,Foreign Used,62000
VHL10664,Lagos,Toyota,Highlander Base FWD,"2,004",Silver,4.5,Foreign Used,294359
VHL18366,Abuja,Hyundai,Elantra,"2,014",Red,5,Foreign Used,
VHL10352,Abuja,Toyota,Highlander V6 FWD,"2,003",Green,1.55,Nigerian Used,1052375
VHL12024,Ibadan,Mercedes-Benz,B-Class,"2,007",Black,2.7,Foreign Used,93450
VHL15602,Abuja,Toyota,Corolla,"2,009",Gray,3.7,Foreign Used,100000
VHL13452,Lagos,Toyota,4-Runner,"2,008",Gray,4,Foreign Used,63214
VHL14088,Abuja,Ford,F-150,"2,015",Silver,16.88,Nigerian Used,40325
VHL15901,Abuja,Toyota,Sienna XLE 7 Passenger,"2,011",White,6.8,Foreign Used,60000
VHL18959,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,012",Black,7.5,Foreign Used,
VHL18113,Abuja,Mercedes-Benz,C300 Off,"2,016",White,12.4,Foreign Used,24711
VHL17199,Abuja,Toyota,Corolla,"2,015",Silver,5.65,Foreign Used,65883
VHL19534,Abuja,Mercedes-Benz,GL-Class,"2,015",White,25,Foreign Used,
VHL14051,Lagos,Toyota,Tacoma 4x4 Double Cab,"2,008",Silver,7.3,Foreign Used,
VHL16709,Abuja,Ford,Ford Explorer,"2,021",Black,33,Brand New,35
VHL12750,Lagos,Lexus,RX 350 AWD,"2,015",Gold,11.7,Foreign Used,89555
VHL17764,Abuja,Toyota,Tundra,"2,015",Brown,27,Foreign Used,69000
VHL13854,Abuja,Toyota,Corolla LE,"2,005",Silver,3,Foreign Used,110002
VHL18665,Lagos,Toyota,Land Cruiser 4 V6 GXR,"2,018",Silver,55,Foreign Used,
VHL14861,Lagos,Mercedes-Benz,E350,"2,012",Black,4.84,Nigerian Used,199999
VHL17752,Abuja,Lexus,IS 250 AWD,"2,006",White,2.85,Nigerian Used,50000
VHL14749,Lagos,Honda,Pilot,"2,011",Black,6.75,Foreign Used,3621
VHL19003,Lagos,Mercedes-Benz,GL Class GL 450,"2,010",Silver,8.8,Foreign Used,32147
VHL10888,Ibadan,Toyota,Corolla Sedan Automatic,"2,003",Black,2.65,Foreign Used,101962
VHL12852,Abuja,Toyota,Hilux SR+ 4x4,"2,019",White,17,Brand New,2200
VHL18127,Abuja,Toyota,Camry 2.4 SE,"2,008",Green,2.85,Nigerian Used,85213
VHL17974,Abuja,Toyota,Avalon Limited (3.5L 6cyl 6A),"2,018",Brown,10.5,Nigerian Used,23000
VHL19067,Lagos,Toyota,Camry,"2,002",Black,1.24,Nigerian Used,334638
VHL14763,Abuja,Mercedes-Benz,E430,"2,019",White,39,Foreign Used,22000
VHL15334,Abuja,Toyota,RAV4,"2,015",Gray,8.5,Foreign Used,56870
VHL10150,Abuja,Lincoln,MKX,"2,010",Silver,3.8,Foreign Used,102052
VHL13658,Abuja,Infiniti,QX56,"2,008",Black,3.8,Nigerian Used,51245
VHL19456,Abuja,Toyota,Matrix,"2,006",Silver,2.95,Foreign Used,45000
VHL10609,Lagos,Toyota,Highlander Limited,"2,012",Black,9.8,Foreign Used,45366
VHL15797,Lagos,Toyota,4-Runner SR5 V8,"2,006",Black,5.3,Foreign Used,148974
VHL15277,Lagos,Lexus,GX 460 Luxury,"2,016",Gold,22.5,Foreign Used,
VHL10416,Lagos,Lexus,LX,"2,018",Gray,25,Nigerian Used,52800
VHL16220,Abuja,Lexus,IS,"2,008",Silver,5.5,Foreign Used,78000
VHL12593,Abuja,Mercedes-Benz,M Class,"2,014",Silver,13,Foreign Used,
VHL12005,Lagos,Toyota,Corolla,"2,010",Silver,4.13,Foreign Used,90364
VHL10055,Lagos,Toyota,Sienna,"2,006",Red,2.93,Nigerian Used,216724
VHL19186,Lagos,Toyota,Tundra,"2,016",Black,18.5,Foreign Used,25000
VHL14726,Lagos,Hyundai,Sonata,"2,011",Silver,3.7,Foreign Used,
VHL18164,Abuja,Ford,Edge,"2,011",Blue,5.7,Foreign Used,
VHL16440,Abuja,Toyota,Venza V6,"2,010",Silver,7.5,Foreign Used,82000
VHL12234,Abuja,Toyota,Camry,"2,017",Black,14,Foreign Used,
VHL16682,Abuja,Toyota,Corolla,"2,015",Red,5.8,Foreign Used,
VHL15477,Abuja,Land Rover,Range Rover Sport,"2,015",Black,25,Foreign Used,45787
VHL19968,Abuja,Mercedes-Benz,GLE-Class,"2,017",Black,21,Foreign Used,41532
VHL16278,Abuja,Lexus,RX 350,"2,011",White,8,Foreign Used,
VHL15482,Lagos,Lexus,LX 570 AWD,"2,017",Gray,45.5,Foreign Used,
VHL19115,Lagos,Mercedes-Benz,GLC-Class,"2,017",Black,26.5,Foreign Used,14831
VHL12501,Lagos,Toyota,Camry,"2,009",Gray,3.4,Foreign Used,125803
VHL11173,Abuja,Toyota,Camry,"2,004",Red,2.7,Foreign Used,191015
VHL13290,Lagos,Lexus,GX,"2,013",Red,15.5,Foreign Used,
VHL18264,Abuja,Toyota,Camry,"2,010",Green,4.3,Foreign Used,67000
VHL12414,Abuja,Mercedes-Benz,E430,"2,019",White,60,Foreign Used,12341
VHL15091,Lagos,Rover,Land,"2,008",Brown,8.5,Foreign Used,
VHL12115,Ibadan,Toyota,Corolla LE,"2,004",Green,2.85,Foreign Used,87000
VHL10131,Abuja,Land Rover,Range Rover,"2,020",Silver,59,Foreign Used,8000
VHL16658,Abuja,Lexus,GX,"2,018",White,37,Foreign Used,7310
VHL16297,Lagos,Lexus,ES 350,"2,009",Gold,4,Foreign Used,59241
VHL17418,Abuja,Toyota,Venza AWD,"2,010",Red,6,Nigerian Used,111000
VHL13256,Abuja,Mazda,CX-9,"2,014",Black,6.53,Nigerian Used,155742
VHL15817,Lagos,Honda,Cr-V,"2,014",Black,4.88,,59889
VHL10187,Lagos,Toyota,Sienna,"2,006",Gold,3.03,,265109
VHL19825,Lagos,Mercedes-Benz,E350,"2,016",White,8.78,Foreign Used,95551
VHL16047,Lagos,Lexus,RX 350 AWD,"2,008",Black,6,Foreign Used,59227
VHL14483,Abuja,Audi,A4,"2,012",White,4.9,Foreign Used,55000
VHL16388,Lagos,Ford,Edge,"2,011",Silver,4.73,Foreign Used,265935
VHL16437,Abuja,Lexus,RX 300 2WD Off,"2,000",White,2.3,Nigerian Used,127538
VHL10867,Ibadan,Mercedes-Benz,GLA 250,"2,017",Blue,14.5,Foreign Used,
VHL13768,Abuja,Mercedes-Benz,C350,"2,009",Black,3.5,Nigerian Used,120340
VHL12504,Abuja,Toyota,Sienna,"1,998",Gold,1.01,Nigerian Used,84412
VHL19434,Abuja,Mercedes-Benz,S-Class S 550,"2,008",White,4.5,Nigerian Used,28921
VHL18869,Lagos,Lexus,ES 350,"2,011",Gray,5.75,Foreign Used,68000
VHL10238,Abuja,Toyota,Sienna XLE AWD,"2,006",Silver,2.8,Nigerian Used,52352
VHL17673,Lagos,Lexus,RX,"2,020",White,31,Foreign Used,
VHL16284,Lagos,Toyota,Camry,"2,007",Black,2.35,Nigerian Used,119200
VHL19361,Lagos,Mercedes-Benz,C300,"2,011",Black,3.59,,102874
VHL11900,Lagos,Lexus,RX 330,"2,006",Black,5.5,Foreign Used,71243
VHL11681,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,008",Green,4.25,Foreign Used,86452
VHL13030,Abuja,Lexus,IS 250,"2,009",Black,2.6,Nigerian Used,
VHL11071,Lagos,Lexus,LX 570 AWD,"2,013",Black,20,Foreign Used,
VHL11875,Abuja,Scion,xA Base,"2,006",White,2.98,Foreign Used,52352
VHL11127,Abuja,Lexus,RX,"2,018",Gray,20,Foreign Used,45000
VHL18137,Abuja,Toyota,Tacoma PreRunner Access,"2,007",Gray,7.5,Foreign Used,68000
VHL15234,Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),"2,018",Blue,18.5,Foreign Used,40500
VHL12355,Lagos,Lexus,GX 460 Base,"2,020",White,50,Foreign Used,1000
VHL17866,Lagos,Toyota,RAV4,"2,015",Blue,6.5,Foreign Used,32500
VHL18188,Lagos,Toyota,Highlander V6,"2,009",Silver,7.75,Foreign Used,60435
VHL18966,Abuja,Lexus,GX,"2,005",Black,3.71,Nigerian Used,256686
VHL11775,Lagos,Lexus,ES 350,"2,008",Red,4.7,Foreign Used,73000
VHL16958,Abuja,BMW,528i,"1,986",Black,2.5,Nigerian Used,100000
VHL17447,Lagos,Lexus,ES 350,"2,007",Blue,4.5,Foreign Used,89460
VHL15991,Lagos,Lexus,GX 470,"2,004",Black,5.06,Nigerian Used,98430
VHL10249,Lagos,Mercedes-Benz,GL-Class GL 450,"2,011",Black,,Foreign Used,85200
VHL15701,Lagos,Suzuki,Alto,"2,019",Gold,4,,1
VHL13683,Abuja,Mercedes-Benz,GLA-Class,"2,015",Gray,13.5,Foreign Used,30000
VHL12307,Lagos,Mercedes-Benz,M Class,"2,015",Gray,12,Foreign Used,52000
VHL12785,Abuja,Honda,Accord,"2,016",Blue,4.5,Nigerian Used,59854
VHL16861,Lagos,Mercedes-Benz,E350,"2,011",Black,3.82,,61181
VHL19507,Lagos,Toyota,Avensis 2 Advanced,"2,012",Black,3.38,Nigerian Used,140575
VHL17193,Lagos,Toyota,Tacoma 4dr Double Cab,"2,016",Gray,17.2,Foreign Used,
VHL13240,Ibadan,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),"2,017",Silver,16,Foreign Used,38000
VHL14487,Abuja,Dodge,Caravan,"2,010",Black,2.95,Foreign Used,65000
VHL18718,Abuja,Toyota,Camry,"2,011",Gray,3.6,Foreign Used,107000
VHL15679,Abuja,Toyota,Hilux,"2,020",White,23,Brand New,
VHL10599,Abuja,Toyota,RAV4 XLE AWD (2.5L 4cyl 6A),"2,016",Brown,10.3,Foreign Used,45000
VHL13315,Lagos,Mazda,MPV,"2,006",Silver,2.59,Foreign Used,351273
VHL10835,Lagos,Mercedes-Benz,M Class,"2,014",Gray,14.5,Foreign Used,122345
VHL19003,Lagos,Toyota,RAV4 SE AWD (2.5L 4cyl 6A),"2,016",Orange,12.9,Foreign Used,
VHL18026,Lagos,Lexus,GX 460 Base,"2,017",Black,27.5,Foreign Used,42000
VHL12849,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,007",Silver,5.1,Foreign Used,53000
VHL15270,Lagos,Lexus,ES 350,"2,010",Black,5.9,Foreign Used,45028
VHL17191,Abuja,Toyota,Corolla,"2,005",Red,3,Foreign Used,38046
VHL13973,Ibadan,Toyota,Camry,"2,010",Gold,3.6,Foreign Used,89000
VHL19968,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,007",Gold,2.95,Nigerian Used,130046
VHL19282,Ibadan,Honda,Odyssey EX,"2,006",Blue,3,Foreign Used,83000
VHL11490,Lagos,Mercedes-Benz,M Class,"2,011",Gray,6.8,Foreign Used,104
VHL13208,Abuja,Ford,F-150 SuperCrew 4x4,"2,009",Silver,3.6,Nigerian Used,186873
VHL17646,Abuja,Mercedes-Benz,M Class,"2,013",Gray,13.5,Foreign Used,51000
VHL18966,Lagos,Toyota,Corolla,"2,012",Black,2.48,Nigerian Used,127571
VHL10534,Abuja,Land Rover,Range Rover,"2,010",Black,3.5,Nigerian Used,102221
VHL17456,Abuja,Toyota,Camry,"2,013",Black,4.6,Foreign Used,52360
VHL12199,Abuja,Hyundai,Hyundai Creta,"2,021",Black,14,Brand New,
VHL17382,Abuja,Toyota,Corolla 1.6 VVT-i,"2,007",Red,3.2,Foreign Used,100000
VHL19021,Abuja,BMW,X7,"2,019",White,75,Nigerian Used,52114
VHL10464,Abuja,Honda,Accord,"2,003",Red,0.9,Nigerian Used,270023
VHL13741,Lagos,Toyota,Highlander Limited,"2,011",Gray,9.65,Foreign Used,81000
VHL16194,Lagos,Toyota,Camry,"2,012",Black,5.4,Nigerian Used,183925
VHL18858,Abuja,Toyota,Sienna LE AWD,"2,008",Black,2.5,Nigerian Used,
VHL19488,Ibadan,Honda,Element,"2,006",Gray,2.6,Foreign Used,
VHL18978,Lagos,Lexus,GX 460 Premium,"2,011",Red,17,Foreign Used,56804
VHL15568,Lagos,Toyota,Highlander Limited V6,"2,006",White,5,Foreign Used,
VHL14738,Abuja,Toyota,Camry,"2,013",Blue,5.8,Foreign Used,62178
VHL13276,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Silver,3.2,Nigerian Used,
VHL17646,Abuja,Land Rover,Range Rover Evoque,"2,014",White,11.8,Nigerian Used,
VHL17407,Lagos,Lexus,RX 330 4WD,"2,005",Black,4.58,Foreign Used,93000
VHL13513,Lagos,Acura,MDX,"2,006",Black,3.1,Foreign Used,71242
VHL10677,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,012",Gray,11.65,Foreign Used,
VHL13150,Lagos,Acura,MDX 3.5L 4x4,"2,001",Gray,1.24,Nigerian Used,491836
VHL10503,Lagos,Toyota,Highlander,"2,012",Black,9.5,Foreign Used,
VHL12953,Abuja,Hyundai,Santa Fe 2.2 CRDi,"2,010",Black,2.5,Nigerian Used,
VHL13411,Abuja,Peugeot,406,"2,003",Red,2.5,Foreign Used,
VHL11345,Abuja,Lexus,ES 350 FWD,"2,016",White,17.5,Foreign Used,
VHL18740,Ibadan,Nissan,Almera 1.6 Comfort,"2,006",Silver,1.7,Foreign Used,91000
VHL12599,Abuja,Honda,Civic EX-L Coupe,"2,012",Black,3.4,Foreign Used,
VHL16561,Abuja,Lexus,GX 460 Luxury,"2,014",White,19.2,Foreign Used,43000
VHL14859,Abuja,Lamborghini,Lamborghini Urus,"2,021",Gray,450,Brand New,
VHL12118,Abuja,Acura,RL 3.7,"2,010",Gray,4.85,Nigerian Used,132521
VHL10222,Abuja,Infiniti,Q30,"2,017",Gray,17.3,Foreign Used,17000
VHL13953,Lagos,Lexus,GX 460 Luxury,"2,017",White,26.5,Foreign Used,14068
VHL19947,Lagos,Lexus,ES 330,"2,005",Black,3.75,Foreign Used,78105
VHL10825,Lagos,Chevrolet,Camaro,"2,015",White,13.45,,63751
VHL18230,Ibadan,Lexus,RX 350,"2,010",White,8.7,Foreign Used,75200
VHL14590,Lagos,Mercedes-Benz,GL-Class,"2,007",Black,2.5,Nigerian Used,1324810
VHL18553,Lagos,Hyundai,Santa Fe 2 D,"2,001",Brown,1.06,Nigerian Used,277687
VHL18113,Ibadan,Toyota,Camry 2.4 WT-i,"2,005",Gray,2.67,Foreign Used,
VHL15954,Lagos,Toyota,Corolla,"2,007",White,3.38,Foreign Used,155130
VHL19257,Lagos,Land Rover,Range Rover,"2,014",White,27.5,Foreign Used,
VHL10984,Ibadan,Lexus,ES 350,"2,009",Black,4.7,Foreign Used,
VHL17857,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,010",White,4.8,Foreign Used,73214
VHL15219,Ibadan,Lexus,RX 330,"2,005",Blue,4.9,Foreign Used,
VHL11438,Lagos,Toyota,RAV4 Limited V6 4x4,"2,008",Green,4.7,Foreign Used,75000
VHL11815,Lagos,Mercedes-Benz,X Class,"2,019",Black,75,Foreign Used,
VHL16263,Lagos,Lexus,GX 460 Luxury,"2,014",Gray,24,Foreign Used,
VHL19304,Lagos,Toyota,Camry,"2,008",Green,4,Foreign Used,102345
VHL11210,Abuja,Mercedes-Benz,C300,"2,014",Black,11,Foreign Used,
VHL13349,Abuja,Honda,Accord,"2,010",Silver,3.55,Foreign Used,
VHL15566,Lagos,Lexus,NX 200t AWD,"2,016",Gray,14.8,Foreign Used,
VHL16270,Abuja,Hyundai,Sonata,"2,011",Gray,3.2,Foreign Used,100000
VHL18075,Abuja,Mercedes-Benz,C300,"2,015",Black,9.5,Nigerian Used,65000
VHL10232,Abuja,Toyota,Matrix,"2,006",White,3.25,Foreign Used,95614
VHL19859,Abuja,Toyota,Hilux,"2,013",White,13.9,Nigerian Used,
VHL12520,Abuja,Toyota,Land Cruiser 4.6 V8 GXR,"2,019",White,49,Brand New,
VHL11075,Lagos,Acura,MDX,"2,010",Black,6.8,Foreign Used,63142
VHL18414,Abuja,Honda,Odyssey,"2,006",Black,1.46,Nigerian Used,219125
VHL14507,Lagos,Toyota,Land Cruiser 5.7 V8 GXR,"2,019",Black,18,Foreign Used,42000
VHL19150,Lagos,Lexus,IS,"2,007",Black,3.6,Foreign Used,
VHL13864,Lagos,Lexus,GX 460,"2,011",Gold,15,Foreign Used,
VHL16195,Lagos,Lexus,RX 350,"2,010",Black,9.8,Foreign Used,
VHL16736,Lagos,Toyota,Highlander Limited,"2,012",Blue,10.2,Foreign Used,82000
VHL12588,Abuja,Toyota,Hilux,"2,012",White,10,Nigerian Used,
VHL13381,Ibadan,Hyundai,Elantra,"2,011",Red,2.3,Foreign Used,96000
VHL15416,Lagos,Volkswagen,Passat,"2,012",Black,2.59,,97772
VHL18397,Lagos,Hyundai,Ix35,"2,011",Black,2.25,Nigerian Used,66436
